Question_ID,Request,Expected_Response,Actual_Response,Voter 1,Voter 2,Voter 3,Colonna 1,Final,,,,,,
TA_3,Is the data dump of the Allie Abbreviation And Long Form dataset always up?,"No, it is discontinuous","Short answer: No — not always.

Details:
- There is an RDF dump listed (offline dumps / metadata) at:
  ftp://ftp.dbcls.jp/allie/allie_rdf/allie_rdf_nt_latest.gz
  (also the parent directory ftp://ftp.dbcls.jp/allie/allie_rdf/).
- However automated checks flagged inactive links / downtime (Inactive links = True) and the dataset’s ""availability for download (query)"" was reported False in monitoring runs. Availability scores are below 1 (around 0.73–0.74), which indicates intermittent unavailability.
- The dataset does provide other access points you can try: the dataset homepage http://allie.dbcls.jp/ and a SPARQL endpoint at http://data.allie.dbcls.jp/sparql.

If you need reliable access, I recommend:
- Trying to download the FTP file directly (wget or curl) and retrying if it fails.
- Using the SPARQL endpoint as a fallback.
- Mirroring the dump to your own storage when it is available.
",1,1,1,,1,,,,,,
TA_4,Is the accuracy of NoiPA constant over time?,No,"Not exactly — it's effectively constant but shows a very small drop. Recorded values:

- 2025-05-04: Accuracy = 0.999700  
- 2025-07-13: Accuracy = 0.999660  
- 2025-08-03: Accuracy = 0.999660  
- 2025-09-07: Accuracy = 0.999660

Change = 0.000040 (absolute), ≈0.004% relative — negligible in practice, but not strictly identical over time.
",1,1,1,,1,,,,,,
TA_4,Does the accuracy of NoiPA remain consistent over time?,No,"Short answer: Yes — the accuracy is essentially unchanged.

Details:
- 2025-05-04: Accuracy = 0.999700
- 2025-07-13: Accuracy = 0.999660
- 2025-08-03: Accuracy = 0.999660
- 2025-09-07: Accuracy = 0.999660

Absolute change from the highest (0.999700) to the later values (0.999660) is 0.00004 (≈0.004% relative), which is negligible. The score remains near 0.99966–0.99970 across the recorded dates, so accuracy is stable over time.

If you want, I can:
- plot the trend,
- compute statistical significance,
- or compare accuracy stability to other datasets/metrics.
",1,1,1,,1,,,,,,
TA_5,What is the longest continuous period in which the Allie Abbreviation And Long Form dataset data dump has been equals to 1?,91 days,"I checked the ""Availability of RDF dump (metadata)"" measure for the Allie dataset. The measure equals 1 at these consecutive timestamps: 2025-05-04, 2025-06-01, 2025-07-13 and 2025-08-03, and then is 0 (or absent) at 2025-09-07.

Therefore the longest continuous period with value = 1 is from 2025-05-04 to 2025-08-03 inclusive — a span of 92 days.
",1,1,1,,1,,,,,,
TA_5,"For how long, without interruption, has the Allie Abbreviation And Long Form dataset data dump remained up?",91 days,"I can't determine that from the available measurements — there is no recorded uptime/downtime history or a numeric ""time up without interruption"" for the Allie dataset in the data you provided. The dataset metadata shows offline dump URLs (ftp://ftp.dbcls.jp/allie/allie_rdf/allie_rdf_nt_latest.gz) and metadata indicates a dump is available, but the ""time elapsed since last modification"" / continuous-uptime fields are empty (""-"") in the records.

How you can get the uninterrupted-uptime information (practical options)

1) Quick check of the dump file's last-modified timestamp (FTP)
- Use an FTP listing to see the file timestamp (this tells when the dump was last changed, not how long it has been continuously accessible):
  - lftp:
    lftp -c ""open ftp://ftp.dbcls.jp; ls -l allie/allie_rdf/allie_rdf_nt_latest.gz""
  - curl (may work depending on server):
    curl -I ftp://ftp.dbcls.jp/allie/allie_rdf/allie_rdf_nt_latest.gz

2) Check HTTP/HEAD on download or SPARQL endpoints (returns Last-Modified or headers)
- For the dump (if served over HTTP) or dataset homepage:
  curl -I http://allie.dbcls.jp/
- For the SPARQL endpoint:
  curl -I http://data.allie.dbcls.jp/sparql

3) Verify continuous access historically (requires monitoring logs or external uptime monitoring)
- To know ""for how long, without interruption"", you need either:
  - server logs (web/ftp server access logs) showing no outages, or
  - an uptime-monitoring record (UptimeRobot, Pingdom, Prometheus alerts) that was running against the dump URL/endpoint.
- If you have access to the server or to historical monitoring, compute the contiguous interval(s) with successful responses and report the longest one.

4) If you only need an approximation from available metadata
- Use the file's last-modified timestamp and assume the dump has been served continuously since that timestamp (only an assumption — not proof of uninterrupted availability).

If you want, I can:
- Run the curl/lftp HEAD commands for you (if you give me permission to access the dump URL from here), or
- Provide a short script to run periodically to record uptime and compute uninterrupted availability going forward. Which would you prefer?
",0,0,0,,0,,,,,,
Co_1,Which dataset has the highest number of triples?,DBLP,"The dblp-kg dataset has the most triples — about 1,452,862,425 triples (≈1.45 billion) (measure value 1,452,862,425 at 2025-09-07).
",1,1,1,,1,,,,,,
Co_1,Which is the biggest dataset among the compared ones?,DBLP,"The dblp-kg is the largest: about 1.3–1.45 billion triples.  
- Example reported values for dblp-kg (Number of triples (query)): 1,335,106,894; 1,448,894,292; 1,452,862,425 (≈1.45B).  

For comparison: NoiPA ≈ 340–446M triples; bpr ≈ 353–354M; allie ≈ 303–309M; LemmaBank ≈ 1.7M.
",1,1,1,,1,,,,,,
Co_2,Which is the dataset performing worst in the license metric?,CIDOC-CRM,"CIDOC-CRM — Licensing score = 0.000000 (worst among the datasets; others are 0.5 or 1.0).
",1,1,1,,1,,,,,,
Co_2,Which is the worst performing dataset in the license metric?,CIDOC-CRM,"CIDOC-CRM — Licensing score 0.0.

Reason: its license is not detected (license machine-readable metadata = False / license fields missing), so it scores 0 on the licensing metric. To improve, add an explicit human- and machine‑readable license URI in the dataset metadata (e.g., VoID/DCAT) and on the dataset landing page.
",1,1,1,,1,,,,,,
Co_3,What is the mean score for the accuracy dimension?,0.50,"Using the latest Accuracy score values present for each dataset (w3c-wordnet 0.000000; bpr 1.000000; NoiPA 0.999660; LemmaBank 0.000000; CIDOC-CRM 0.000000; dblp-kg 1.000000; allie-abbreviation-and-long-form-database-in-life-science 1.000000; micro-coronavirus 1.000000; bbc-programmes 0.000000), the mean accuracy score is:

Mean = (0 + 1 + 0.999660 + 0 + 0 + 1 + 1 + 1 + 0) / 9 ≈ 0.55552

Rounded: approximately 0.556 (55.6%).",0,0,0,,0,,,,,,
Co_3,What is the mean value of the accuracy dimension?,0.50,"I computed the mean Accuracy score using the latest Accuracy values per dataset present in the log. Datasets and latest Accuracy values used:

- w3c-wordnet: 0.000000  
- NoiPA: 0.999660  
- bpr: 1.000000  
- dblp-kg: 1.000000  
- LemmaBank: 0.000000  
- allie-abbreviation-and-long-form-database-in-life-science: 1.000000  
- bbc-programmes: 0.000000  
- CIDOC-CRM: 0.000000  
- micro-coronavirus: 1.000000

Sum = 4.999660; count = 9  
Mean = 4.999660 / 9 ≈ 0.555518

So the mean value of the accuracy dimension (across those datasets) is approximately 0.5555 (≈0.556). If you want the mean computed differently (e.g., including every timestamped measure separately), tell me and I’ll recompute.
",0,0,0,,0,,,,,,
Co_4,What is the best observed score in the Verifiability dimension?,"0.4983 (NoiPA, Allie, Bathing Water Quality)","The highest Verifiability score observed is 0.498333. 

This value appears for several datasets (e.g., NoiPA, allie-abbreviation-and-long-form-database-in-life-science, environment-agency-bathing-water-quality) at various timestamps.
",1,1,1,,1,,,,,,
Co_4,What is the highest observed Verifiability score?,"0.4983 (NoiPA, Allie, Bathing Water Quality)","The highest Verifiability score observed is 0.498333.

Datasets with that score include (examples):
- NoiPA (0.498333 at multiple timestamps)
- allie-abbreviation-and-long-form-database-in-life-science (0.498333)
- environment-agency-bathing-water-quality (0.498333)",1,1,1,,1,,,,,,
Co_5,What are the highest-performing dimensions in September 2025?,"License, Performance, Accuracy, Believability, Currency, Timeliness, Security, Conciseness and Interpretability","Looking at the 2025-09 snapshot (entries dated 2025-09-07) in your data, the dimensions that stand out as highest‑performing (many metrics at or near the maximum) are:

- Metadata & discoverability
  - Multiple metadata/discoverability metrics reach 1.0 for several datasets: A1-M (metadata via working primary sources), A2-M (registered in search engines), F2a-M (metadata available via standard sources) and F4-M (metadata registered in a searchable engine) — e.g. bpr, dblp-kg, w3c-wordnet, CIDOC-CRM and NoiPA show 1.0 on one or more of these measures.

- Availability / Accessibility (including download / endpoints / HTTPS)
  - Availability-for-download (metadata) = 1.0 for bpr, CIDOC-CRM, dblp-kg, w3c-wordnet.
  - Availability of RDF dump (metadata) = 1.0 for several datasets.
  - A1.2 (Authentication & HTTPS support) = 1.0 for bpr, dblp-kg, NoiPA; bpr also reports Use HTTPS = True.
  These indicate strong accessibility/security support across multiple KGs.

- Identifier & referencability
  - F1-M Unique & persistent ID = 1.0 (w3c-wordnet).
  - F3-M (data referrable via DOI) = 1.0 for CIDOC-CRM.
  - URIs dereferenceability = 1.0 for dblp-kg.
  These metrics imply good identifier practices on several KGs.

- Conciseness / Representational quality
  - Intensional/extensional conciseness = 1.0 for some datasets (e.g., dblp-kg, NoiPA), and conciseness scores are high for others (bpr ≈ 0.884; NoiPA ≈ 0.991).
  - Representational-consistency and related scores are also high for some datasets.

- Performance (for some datasets)
  - Performance score = 1.0 for dblp-kg and NoiPA; bpr ~0.507; micro-coronavirus ~0.505. So performance is dataset‑dependent but top for dblp-kg/NoiPA.

Other dimensions (trust/believability, verifiability, availability, licensing) show moderate to high values in places (trust ~0.75 for several KGs; licensing 0.5 for some), but not as consistently maximal as the metadata / availability / identifier dimensions above.

If you want I can:
- produce a ranked list of dimensions by average score across datasets for 2025-09-07, or
- show per-dataset top dimensions (which dimension each dataset scores best on) for that date. Which would you prefer?
",0,0,0,,0,,,,,,
Co_5,What are the dimensions performing better in September 2025?,"License, Performance, Accuracy, Believability, Currency, Timeliness, Security, Conciseness and Interpretability","Short answer — at the 2025-09-07 snapshot the strongest (best-performing) quality dimensions are:

- Availability (best).  
  - Repeatedly high/positive measures across KGs: A1/A2 metadata availability true, Availability-for-download (metadata) = 1.0, RDF-dump availability = 1.0 for several datasets (bpr, dblp-kg, w3c-wordnet, NoiPA).  
- Trust / Believability (good).  
  - Many datasets show comparatively high trust/believability scores (e.g., dblp-kg: trust 0.75; w3c-wordnet: trust 0.75; NoiPA and several others show 0.75—1.0 for related trust/ R scores).  
- Licensing (moderate).  
  - Licensing score commonly ~0.5 across datasets (so not excellent but consistently present: R1.1/R1.2 licensing/ publisher metadata are generally available).  
- Security (mixed-to-good).  
  - Some datasets show strong security measures (bpr security = 1.0; many others score 0.5), so security is reasonable overall for a number of KGs.  
- Conciseness / Representational consistency (dataset-dependent but often good).  
  - Several datasets show high conciseness/representational-consistency (e.g., NoiPA, bpr, dblp-kg show strong conciseness/representational scores).

Dimensions performing poorly in the same snapshot
- Currency (often low or zero) — several datasets have 0.0 currency / volatility scores (w3c-wordnet, dblp-kg, many others).  
- Interlinking (low) — interlinking/interlinking completeness scores are generally near 0 for many datasets.  
- Performance (varies; several datasets report 0 or missing performance scores).  
- Interpretability/Understandability (mixed; some datasets low).

If you want an exact ranked list (e.g., mean or median score per dimension across all datasets at 2025-09-07), I can compute that from the raw measures and return a numeric ranking. Which aggregation (mean, median, weighted) would you prefer?
",0,0,0,,0,,,,,,
E&D_1,Why is the availability score equals to 1 for the DBLP dataset?,Because all the metrics in the availability dimension can be correctly computed,"Short answer: because the DBLP KG meets all the availability checks used to compute that dimension (working access point, downloadable RDF dump/metadata, searchable registration, machine-readable license, etc.), so the weighted sum of those availability metrics equals 1.

Evidence from the provided measurements (dblp-kg):
- A1-D Working access point(s) = 1.0 (SPARQL endpoint URL: https://sparql.dblp.org/sparql)
- Availability of RDF dump (metadata) = 1.0
- Availability for download (metadata) = 1.0
- F2a-M / F2b-M (metadata availability via standard/covered attributes) are high (F2a-M = 1.0; F2b-M ≈ 0.78)
- A2-M Registered in search engines = 1.0
- F4-M Metadata registered in a searchable engine = 1.0
- R1.1 Machine- or human-readable license retrievable = 1.0 (license machine‑readable: https://creativecommons.org/publicdomain/zero/1.0/ and metadata license: http://www.opendefinition.org/licenses/cc-zero)
- F3-M Data referrable via a DOI = 1.0 (download URLs include https://doi.org/10.4230/dblp.rdf.ntriples and https://dblp.org/rdf/dblp.ttl.gz)

Note: some query-based availability flags (e.g., ""Availability of RDF dump (query)"" / ""Availability for download (query)"") are reported False or missing in the log, but the availability score is computed from a set of availability-related metrics (including metadata-level checks and registration), and because those key metrics are satisfied the resulting availability score is 1.

If you want, I can:
- show the exact availability metrics used and their numeric contributions, or
- compute the availability score from the component values using the formula/weights you use.
",0,0,0.5,,0,,,,,,
E&D_1,Why does the DBLP dataset have an availability score of 1?,Because all the metrics in the availability dimension can be correctly computed,"The availability score is 1.0 because all the main availability indicators for dblp-kg are satisfied:

- A working SPARQL endpoint is online (SPARQL endpoint URL: https://sparql.dblp.org/sparql — A1-D = 1.0).  
- An RDF dump is provided and available for download (Availability of RDF dump (metadata) = 1.0 and Availability for download (metadata) = 1.0). The reported download URLs are: https://doi.org/10.4230/dblp.rdf.ntriples and https://dblp.org/rdf/dblp.ttl.gz.  
- Metadata are published via standard primary sources and registered in searchable engines (F2a-M = 1.0, F2b-M ≈ 0.78, A2-M = 1.0), so the dataset is discoverable and its metadata accessible.

(“Availability of RDF dump (query)” being False only means the dump cannot be retrieved via a SPARQL query endpoint; it does not negate that the dump files and a working endpoint exist. Because the dataset has at least one working access point plus downloadable RDF dumps and registered metadata, the combined availability metric reaches the maximum value.)
",0,0,0.5,,0,,,,,,
E&D_2,Does a score of amount of data equals to 0 mean that the dataset is empty?,"No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.","Not necessarily. A 0 for the ""Amount of data"" score means the computed, normalized combination of the underlying amount metrics equals 0 — not that it has literally zero triples. There are a few common reasons the combined score can be 0:

- All contributing metrics are zero (e.g., no triples, no entities, no labels/comments). In that case the dataset really has no measured content.  
- One or more required inputs are missing (SPARQL endpoint not available, VoID/metadata absent) so query-based metrics default to 0 or are not computed, which can drive the combined score to 0 even if offline dumps exist.  
- The score is produced by a normalization/thresholding scheme: counts below a configured minimum map to 0. A small dataset can therefore get 0 even though it contains some triples.  
- A measurement error (query failures, access/permission problems, malformed metadata) made the implementer set the metric to 0.

How to check what happened
1. Inspect the raw metrics that feed the ""Amount of data"" score: number of triples (query), number of triples (metadata), number of entities, number of labels/comments. If these are > 0, the scoring mapping/thresholds are the likely cause.  
2. Verify SPARQL endpoint availability and run quick counts:
   - Count triples: SELECT (COUNT(*) AS ?triples) WHERE { ?s ?p ?o }  
   - Count distinct subjects/entities: SELECT (COUNT(DISTINCT ?s) AS ?entities) WHERE { ?s ?p ?o }  
   (Run these on the dataset's SPARQL endpoint or load the dump into a triplestore.)  
3. Check metadata/VoID and “Number of triples (metadata)” — there may be a dump or metadata count even if the endpoint is missing.  
4. Review logs/errors from the assessment tool to see if queries failed or inputs were missing.  
5. If the scoring uses thresholds, ask/inspect how counts are mapped to the [0,1] range (min/max or step thresholds).

If you want, tell me which dataset entry you care about from your data dump and I can look at the relevant raw metric lines and suggest the likely cause and concrete next checks.
",0.5,0,0.5,,"0.5",,,,,,
E&D_2,"If the amount-of-data score is 0, does that mean the dataset contains no data?","No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.","Short answer: No — a 0 amount-of-data score usually means “no measurable / no detected / below‑threshold data according to the measurement method”, not necessarily that the dataset is literally empty.

Why not necessarily empty
- Measurement method: the score is a normalized/composite metric (counts, thresholds and weights). If the measured quantities (triples, entities, labels, etc.) are missing, below the method's minimum, or outside the range used for normalization, the score can be 0.
- Missing endpoints or metadata: if the SPARQL endpoint is down, inaccessible, or the VoID/metadata is absent, automated checks often report 0 because they cannot retrieve counts.
- Only metadata present: sometimes only metadata exists (or only a small RDF stub), so the scoring routine finds no content to count and returns 0.
- Errors / sampling: errors in queries, access restrictions, or sampling rules (e.g., only counting certain predicate types) can lead to a 0 result even when some data exists.

How to confirm whether the dataset is actually empty
1. Check the raw triple/entity counts reported in metadata:
   - Look for fields like ""Number of triples (metadata)"", ""Number of triples (query)"", ""Number of entities"", ""Number of labels/comments present"".
2. Query the SPARQL endpoint directly (if available):
   - Total triples: SELECT (COUNT(*) AS ?triples) WHERE { ?s ?p ?o }
   - Distinct subjects/entities: SELECT (COUNT(DISTINCT ?s) AS ?entities) WHERE { ?s ?p ?o }
   - Count labels: SELECT (COUNT(DISTINCT ?s) AS ?labeled) WHERE { ?s rdfs:label|rdfs:comment ?label }
   - If endpoint is down or returns errors, that explains a 0 score.
3. Check for an RDF dump or VoID file and inspect it (download and check file size / triple counts).
4. Inspect metadata fields recorded in your dataset report (e.g., availability, R1.3 flags, Number of triples (metadata) — these sometimes show nonzero counts even when the amount-of-data score is 0).
5. Look at logs / error messages from the scoring tool to see whether the measurement failed (timeouts, authentication required, query errors).

What to do if you need a reliable amount-of-data measurement
- Ensure the SPARQL endpoint is reachable and permits counting queries.
- Provide an RDF dump or VoID with triple/entity counts.
- Check the scoring configuration/thresholds (what counts as “data” for that score) and adjust if needed.
- Re-run the measurement after fixing access or metadata problems.

If you want, tell me which dataset (from your data snippet) you’re asking about and I’ll point to the specific fields you can check (e.g., ""Number of triples (metadata)"" or ""Number of triples (query)"") and give the exact SPARQL queries to run.
",0.5,0,0.5,,"0.5",,,,,,
