Question_ID,Request,Expected_Response,Actual_Response,Voter 1,Voter 2,Voter 3,Colonna 1,Final,,,,,,
TA_1,Is the number of triples of NoiPA retrieved via the SPARQL endpoint always the same?,"No, they slightly increase over time.","No, the number of triples for NoiPA has changed over time. Based on the provided data: On 2025-05-04, the number of triples was 412,894,535. On 2025-08-03, the number of triples was 439,796,613. On 2025-09-07, the number of triples was 446,170,057.",1,1,1,,1,,,,,,
TA_1,The number of triples of NoiPA retrieved via the SPARQL endpoint is constant?,"No, they slightly increase over time.","No, the number of triples for the NoiPA dataset is not constant. It has increased over time according to the provided data: On 2025-05-04: 412,894,535 triples On 2025-08-03: 439,796,613 triples On 2025-09-07: 446,170,057 triples",1,1,1,,1,,,,,,
TA_2,Is the SPARQL endpoint of DBLP always available?,Yes,"Based on the provided data, the SPARQL endpoint for the DBLP knowledge graph (dblp-kg) was recorded as ""Available"" on all checked dates: May 4, 2025 July 13, 2025 August 3, 2025 September 7, 2025",1,1,1,,1,,,,,,
TA_2,Is the DBLP SPARQL endpoint always up?,Yes,"Based on the available data from multiple dates in 2025, the DBLP SPARQL endpoint has been consistently up. The service's availability is further supported by its daily synchronization schedule with the main dblp bibliography. Endpoint Availability The DBLP SPARQL endpoint demonstrated an availability score of 1.00 on all recorded dates, including May 4, 2025 , July 6, 2025, August 3, 2025, and September 7, 2025. This consistent measure suggests a reliable and continuously maintained service.",1,1,1,,1,,,,,,
TA_3,Is the data dump of the Allie Abbreviation And Long Form dataset always set to 1 in the observed period?,"No, it is discontinuous","No, the data dump of the Allie Abbreviation And Long Form dataset was not always set to 1 in the observed period. On May 4, 2025, the RDF dump availability was 1.00. However, on September 7, 2025, the value for the same metric was 0.00.",1,1,1,,1,,,,,,
TA_3,Is the data dump of the Allie Abbreviation And Long Form dataset always up?,"No, it is discontinuous","Based on the provided data, the data dump for the Allie Abbreviation And Long Form dataset is not always available.
Here's the supporting evidence from the file:
Inactive Links: The metric ""Inactive links"" is consistently marked as True across all measurement dates (2025-05-04, 2025-06-01, 2025-07-13, 2025-08-03, and 2025-09-07).
Availability Score: While the ""Availability score"" was around 0.70-0.74 on earlier dates, the most recent measurement on 2025-09-07 shows a score of 0.000000, indicating it was unavailable at that time.
Although an offline dump URL is provided (ftp://ftp.dbcls.jp/allie/allie_rdf/allie_rdf_nt_latest.gz), the data indicates that its availability is unreliable.",1,1,1,,1,,,,,,
TA_4,Is the accuracy of NoiPA constant over time?,No,"Based on the provided data, the accuracy of NoiPA is not constant over time, although the variation is very small. Here are the accuracy scores at different dates: 2025-05-04: 0.999700 2025-07-13: 0.999660 2025-08-03: 0.999660 2025-09-07: 0.999660",1,1,1,,1,,,,,,
TA_4,Does the accuracy of NoiPA remain consistent over time?,No,"Based on the provided data, the accuracy of NoiPA is not perfectly consistent, but it is highly stable with only a very minor fluctuation. Here are the accuracy scores over time: 2025-05-04: 0.999700 2025-07-13: 0.999660 2025-08-03: 0.999660 2025-09-07: 0.999660 The score saw a minimal decrease between May and July 2025, after which it remained constant for the following two measurements.",1,1,1,,1,,,,,,
TA_5,What is the longest continuous period in which the Allie Abbreviation And Long Form dataset data dump has been equals to 1?,91 days,"Based on the provided data for the ""Availability of RDF dump (metadata)"" measure, the longest continuous period where the data dump value was equal to 1 was from 2025-05-04 to 2025-08-03.",1,1,1,,1,,,,,,
TA_5,"For how long, without interruption, has the Allie Abbreviation And Long Form dataset data dump remained up?",91 days,"Based on the provided data, there is no metric that tracks the continuous uptime of the data dump. However, the ""Availability for download (metadata)"" metric indicates whether the dump was accessible on specific dates.
According to the data, the ""Availability for download (metadata)"" score was:
1.000000 (available) on May 4, June 1, July 13, and August 3, 2025.
0.000000 (unavailable) on September 7, 2025.
This indicates that the data dump was not continuously available, as it was down on the last recorded date.",0,1,1,,1,,,,,,
Co_1,Which dataset has the highest number of triples?,DBLP,"Based on the provided data, the dataset with the highest number of triples is dblp-kg with 1,452,862,425 triples (from a query on 2025-09-07).",1,1,1,,1,,,,,,
Co_1,Which is the biggest dataset among the compared ones?,DBLP,"Based on the provided data, the biggest dataset is NoiPA with 340,000,000 triples (metadata). Here is a comparison of the datasets by their number of triples (metadata): NoiPA: 340,000,000 LemmaBank: 1,699,687 w3c-wordnet: 710,000 bpr: 366,800 dblp-kg: 0 CIDOC-CRM: 0",0,0,0,,0,,,,,,
Co_2,Which is the dataset performing worst in the license metric?,CIDOC-CRM,"Based on the provided data, the dataset performing worst in the license metric is CIDOC-CRM. It consistently has a ""Licensing score"" of 0.000000 across all recorded dates. {""9396"":[""0.000000"",""CIDOC-CRM"",""Licensing score"",{""label"":""2025-05-04""}]} {""20451"":[""0.000000"",""CIDOC-CRM"",""Licensing score"",{""label"":""2025-07-13""}]} {""30501"":[""0.000000"",""CIDOC-CRM"",""Licensing score"",{""label"":""2025-08-03""}]} {""40551"":[""0.000000"",""CIDOC-CRM"",""Licensing score"",{""label"":""2025-09-07""}]}",1,1,1,,1,,,,,,
Co_2,Which is the worst performing dataset in the license metric?,CIDOC-CRM,"Based on the provided data, the worst-performing dataset in the license metric is CIDOC-CRM. It consistently has a ""Licensing score"" of 0.000000 across all recorded dates (2025-05-04, 2025-07-13, 2025-08-03, and 2025-09-07). According to the metric's description, the best possible value is 1, making 0 the worst score.",1,1,1,,1,,,,,,
Co_3,What is the mean score for the accuracy dimension?,0.50,"Based on the provided data, the mean for the ""Accuracy score"" dimension is calculated as follows: Identify all ""Accuracy score"" values: 1.000000 (x15) 0.600000 (x1) 0.000000 (x17) 0.999700 (x1) 0.999660 (x3) Count the total number of scores: There are 37 individual ""Accuracy score"" entries. Calculate the sum of all scores: Sum = (15 * 1.0) + (1 * 0.6) + (17 * 0.0) + (1 * 0.999700) + (3 * 0.999660) Sum = 15 + 0.6 + 0 + 0.999700 + 2.99898 Sum = 19.59868 Calculate the mean: Mean = Sum / Count Mean = 19.59868 / 37 Mean ≈ 0.5297 The mean score for the accuracy dimension is 0.5297.",0,0,0,,0,,,,,,
Co_3,What is the mean value of the accuracy dimension?,0.50,"Based on the provided data, the mean value for the ""Accuracy score"" is 0.6242.",0,0,0,,0,,,,,,
Co_4,What is the best observed score in the Verifiability dimension?,"0.4983 (NoiPA, Allie, Bathing Water Quality)","Based on the provided data, the best observed score for the ""Verifiability score"" is 0.498333.",1,1,1,,1,,,,,,
Co_4,What is the highest observed Verifiability score?,"0.4983 (NoiPA, Allie, Bathing Water Quality)",The highest observed Verifiability score is 0.498333.,1,1,1,,1,,,,,,
Co_5,What are the highest-performing dimensions in September 2025?,"License, Performance, Accuracy, Believability, Currency, Timeliness, Security, Conciseness and Interpretability","Based on the data for September 2025, the highest-performing dimensions for each dataset are as follows, with scores sorted from highest to lowest: NoiPA: Performance score: 1.000000 Amount of data score: 0.666667 Currency score: 0.500000 Security score: 0.500000 dblp-kg: Performance score: 1.000000 Availability score: 0.750000 Licensing score: 0.500000 Security score: 0.500000 Amount of data score: 0.333333 Currency score: 0.000000 bpr: Currency score: 1.000000 Security score: 1.000000 Amount of data score: 0.666667 Performance score: 0.507500 Availability score: 0.500000 Licensing score: 0.500000 micro-coronavirus: Licensing score: 1.000000 Amount of data score: 0.666667 Performance score: 0.505000 Security score: 0.500000 Currency score: 0.000000 CIDOC-CRM: Availability score: 0.500000 Amount of data score: 0.333333 Licensing score: 0.000000 Security score: 0.000000 LemmaBank: Availability score: 0.500000 Licensing score: 0.500000 Amount of data score: 0.333333 Performance score: 0.000000 Currency score: 0.000000 Security score: 0.000000 w3c-wordnet: Availability score: 0.500000 Amount of data score: 0.333333 Performance score: 0.000000 Currency score: 0.000000 Security score: 0.000000",0,0,0,not a subset,0,,,,,,
Co_5,What are the dimensions performing better in September 2025?,"License, Performance, Accuracy, Believability, Currency, Timeliness, Security, Conciseness and Interpretability","Based on the data for September 2025, the dimensions with the highest performance scores (where a score of 1.0 is the best) are: Interpretability: Achieved a top score of 1.00. Performance: Reached a maximum score of 1.00. Licensing: Had a top score of 1.00. Currency: Also achieved a perfect score of 1.00. Timeliness: This dimension is measured by the ""Volatility score,"" where a lower score is better. Most sources achieved the best possible score of 0.00, indicating very high timeliness. Other dimensions with strong performance include: Believability: The highest score was 0.80. Availability: The top score reached was 0.75. Amount of data: The best score was 0.67.",0,0,0.5,not a subset,0,,,,,,
E&D_1,Why is the availability score equals to 1 for the DBLP dataset?,Because all the metrics in the availability dimension can be correctly computed,"Based on the provided data, the ""Availability score"" is a composite measure calculated from several individual availability metrics. For the DBLP dataset (dblp-kg), the score is 1.00 on dates like July 13, 2025, and August 3, 2025, because it performs perfectly on the key metrics that contribute to this score. Here are the specific reasons drawn from the data: SPARQL Endpoint: The dataset's SPARQL endpoint is listed as ""Available"". {""14272"":[""Available"",""Sparql endpoint"",""dblp-kg"",{""label"":""2025-07-13""}]} RDF Dump Availability: The metadata RDF dump is fully available and downloadable, scoring a perfect 1.00. {""14273"":[""1.000000"",""Availability of RDF dump (metadata)"",""dblp-kg"",{""label"":""2025-07-13""}]} {""14378"":[""1.000000"",""Availability for download (metadata)"",""dblp-kg"",{""label"":""2025-07-13""}]} No Inactive Links: The check for inactive links returned ""False"", meaning no broken links were found, which is a positive indicator for availability. {""14375"":[""False"",""Inactive links"",""dblp-kg"",{""label"":""2025-07-13""}]} High FAIR Availability Scores: The dataset also achieves a perfect score of 1.00 on several FAIR-related availability metrics. {""14457"":[""1.000000"",""A1-D Working access point(s)"",""dblp-kg"",{""label"":""2025-07-13""}]} {""14458"":[""1.000000"",""A1-M Metadata availability via working primary sources"",""dblp-kg"",{""label"":""2025-07-13""}]} In summary, the DBLP dataset has a perfect availability score of 1.00 because its access points (SPARQL endpoint and metadata RDF dump) are online and working correctly, and it meets all the criteria for the individual metrics that constitute the overall score.",1,1,0.5,,1,,,,,,
E&D_1,Why does the DBLP dataset have an availability score of 1?,Because all the metrics in the availability dimension can be correctly computed,"Based on the provided data, the DBLP dataset (dblp-kg) has an availability score of 1.0 (as seen on dates like 2025-07-13 and 2025-08-03) because it is highly accessible through multiple methods: Available RDF Dump: The dataset is available for download as an RDF dump, which is confirmed by a score of 1.0 for the ""Availability of RDF dump (metadata)"" metric. The specific download URLs are provided: https://doi.org/10.4230/dblp.rdf.ntriples and https://dblp.org/rdf/dblp.ttl.gz. Available SPARQL Endpoint: The dataset is also accessible via a SPARQL endpoint. The data indicates that a ""Sparql endpoint"" is ""Available"" and provides the URL: https://sparql.dblp.org/sparql. The combination of having both a downloadable data dump and a queryable SPARQL endpoint results in a perfect score for metrics like ""A1-D Working access point(s)"" and contributes to the overall availability score of 1.",1,1,1,,1,,,,,,
E&D_2,Does a score of amount of data equals to 0 mean that the dataset is empty?,"No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.","Based on the provided data, a score of 0 for ""Amount of data score"" does not necessarily mean the dataset is empty, but it indicates that the metrics used to calculate the score were either zero or could not be retrieved. Here's the breakdown from the file: Definition of the Score: The ""Amount of data score"" is defined as an ""Overall score for the amount of data dimension computed as a linear combination of the individual amount of data metrics scores"". Contributing Metrics: The individual metrics that belong to the ""Amount of data"" dimension include: Number of triples (query) Number of entities Number of property A score of 0 for the combined ""Amount of data score"" implies that the values for these underlying metrics were likely zero or that the information could not be retrieved (e.g., the SPARQL endpoint was missing or a VoID file was absent). Therefore, it strongly suggests the dataset is either empty or its size could not be measured.",1,1,0.5,,1,,,,,,
E&D_2,"If the amount-of-data score is 0, does that mean the dataset contains no data?","No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.","Based on the provided text, it is not possible to definitively conclude that an ""Amount of data score"" of 0 means the dataset contains no data. Here's what the text says: The Amount of data score is defined as an ""Overall score for the amount of data dimension computed as a linear combination of the individual amount of data metrics scores."" Its output is a value between [0,1], with 1 being the best value. The individual metrics that contribute to this score include ""Number of triples (query)"", ""Number of entities"", and ""Number of property"". The score is a calculated, normalized value, not a direct count of the data. A score of 0 could mean a very low amount of data relative to other datasets or that the individual metrics could not be retrieved, but the provided text does not explicitly state that it means the dataset is empty.",1,1,0.5,,1,,,,,,
E&D_3,"When the availability score is 1, does it mean that both the SPARQL endpoint and the data dump are working?",Yes,"Based on the provided data, an availability score of 1.0 does not necessarily mean that both the SPARQL endpoint and the data dump are working. Here is a specific example from the file: For the dataset dblp-kg on the date 2025-08-03: The ""Availability score"" is 1.000000. {""24470"":[""1.000000"",""Availability score"",""dblp-kg"",{""label"":""2025-08-03""}]} The ""Sparql endpoint"" is ""Available"". {""24322"":[""Available"",""Sparql endpoint"",""dblp-kg"",{""label"":""2025-08-03""}]} However, the ""Availability of RDF dump (query)"" is ""False"", which according to its definition means ""The RDF dump is offline"". {""24423"":[""Availability of RDF dump (query)"",""False"",""dblp-kg"",{""label"":""2025-08-03""}]} This example shows that a dataset can have a perfect availability score of 1.0 with a working SPARQL endpoint, even if its RDF dump is offline.",0,0,0,,0,,,,,,
E&D_3,"if the availability score is 1, does that mean both the SPARQL endpoint and the data dump are up?",Yes,"Based on the provided data, no, an availability score of 1 does not guarantee that both the SPARQL endpoint and the data dump are up. For example, for the dblp-kg dataset on 2025-08-03: The ""Availability score"" is 1.000000. {""24470"":[""1.000000"",""Availability score"",""dblp-kg"",{""label"":""2025-08-03""}]} The ""Sparql endpoint"" is Available. {""24322"":[""Available"",""Sparql endpoint"",""dblp-kg"",{""label"":""2025-08-03""}]} However, the ""Availability of RDF dump (query)"" is False, meaning the dump is offline. {""24423"":[""Availability of RDF dump (query)"",""False"",""dblp-kg"",{""label"":""2025-08-03""}]} This shows that a dataset can have a perfect availability score of 1 even when its RDF dump is offline, as long as another primary access point like the SPARQL endpoint is working.",0,0,0,,0,,,,,,
E&D_4,"if license is set to 1, does it mean that an open license is used?","No, it means that a license is specified","Based on the provided data, a value of ""1"" for the measure R1.1 Machine- or human-readable license retrievable via any primary source does not necessarily mean that an open license is used. According to the definition in the file: ""output"":""1: license explicitly reported; 0: otherwise"" This means a value of ""1"" simply indicates that a license was found and is explicitly reported. The description for this measure is ""Any license retrievable"", which does not specify that the license must be open.",1,1,1,,1,,,,,,
E&D_4,"If license is set to 1, does it mean that an open license is used?","No, it means that a license is specified","Based on the provided data, no, a value of 1 for a license does not necessarily mean that an open license is used. The measure R1.1 Machine- or human-readable license retrievable via any primary source is defined as follows: code JSON ""output"":""1: license explicitly reported; 0: otherwise"" This means a value of ""1"" simply indicates that a license was found and is explicitly reported, not that the license itself is an open one. It only confirms the presence and retrievability of license information.",1,1,1,,1,,,,,,
E&D_5,"If verifiability is set to 1, does it mean that all information about providers are set?",Yes,"Based on the provided data, yes, a Verifiability score of 1 would mean that all the individual metrics contributing to that score are present and have received a perfect score. Here's the breakdown from the file: Verifiability Score Definition: The Verifiability score is defined as an ""Overall score for the verifiability dimension computed as a linear combination of the individual verifiability metrics scores."" Its best value is 1. Provider Information Metrics: The metrics related to provider information that fall under the ""Verifiability"" dimension include: Author (metadata) Author (query) Publisher Contributor Sources Since the overall score is a combination of these individual scores, the only way to achieve a perfect score of 1 is if all the component metrics also have perfect scores. Therefore, a Verifiability score of 1 indicates that information about the author, publisher, contributors, and sources is fully provided according to the assessment criteria.",1,1,1,,1,,,,,,
E&D_5,"If the verifiability score is 1, does it mean that all provider information is available?",Yes,"Based on the provided information, a verifiability score of 1 does not necessarily mean that all provider information is available. Here's the breakdown: The Verifiability score is defined as an ""Overall score for the verifiability dimension computed as a linear combination of the individual verifiability metrics scores."" The individual metrics that contribute to this score include checks for: Author (from metadata or query) Publisher Contributor Sources Whether the dataset is signed Because the final score is a ""linear combination"" of these individual metrics, a score of 1 indicates the best possible value for that combination. However, it does not explicitly state that every single one of those individual metrics must be perfect to achieve a score of 1. It signifies the highest level of verifiability as measured by the combination of those factors.",0,0,0.5,,0,,,,,,
